1997-11-01 1
1998-03-01 1
1998-12-01 2
1999-04-01 1
1999-11-01 1
1999-12-01 1
2000-04-01 1
2000-05-01 2
2000-07-01 1
2001-02-01 1
2001-03-01 3
2001-04-01 1
2001-09-01 1
2002-01-01 2
2002-02-01 2
2002-10-01 2
2002-11-01 1
2003-01-01 3
2003-09-01 3
2003-10-01 1
2004-04-01 1
2004-07-01 1
2004-10-01 1
2004-11-01 1
2004-12-01 1
2005-02-01 1
2005-12-01 1
2006-02-01 1
2006-03-01 2
2006-05-01 2
2006-06-01 1
2006-07-01 1
2006-12-01 2
2007-02-01 2
2007-10-01 1
2008-02-01 2
2008-04-01 2
2008-05-01 1
2008-06-01 2
2008-09-01 2
2008-10-01 1
2008-12-01 1
2009-03-01 1
2009-04-01 1
2009-07-01 3
2009-08-01 1
2009-09-01 1
2009-10-01 1
2010-01-01 3
2010-04-01 1
2010-05-01 2
2010-06-01 2
2010-07-01 1
2010-08-01 2
2010-10-01 2
2010-11-01 1
2010-12-01 2
2011-01-01 2
2011-02-01 1
2011-04-01 3
2011-05-01 3
2011-06-01 3
2011-07-01 2
2011-08-01 3
2011-09-01 3
2011-10-01 1
2011-11-01 3
2011-12-01 1
2012-02-01 2
2012-04-01 3
2012-05-01 2
2012-06-01 4
2012-07-01 1
2012-08-01 3
2012-09-01 1
2012-10-01 2
2013-01-01 1
2013-02-01 6
2013-03-01 2
2013-04-01 2
2013-05-01 1
2013-06-01 1
2013-07-01 1
2013-08-01 4
2013-09-01 2
2013-10-01 3
2013-11-01 1
2013-12-01 1
2014-01-01 5
2014-02-01 3
2014-03-01 1
2014-04-01 1
2014-05-01 1
2014-07-01 2
2014-08-01 2
2014-10-01 3
2014-11-01 2
2014-12-01 4
2015-01-01 1
2015-02-01 5
2015-03-01 5
2015-04-01 6
2015-05-01 3
2015-06-01 4
2015-08-01 15
2015-09-01 4
2015-10-01 2
2015-11-01 3
