2017-03-23 david wells
2017-03-23 david wells
2017-03-26 denis davydov
2017-04-05 wolfgang bangerth
2017-07-03 matthias maier
2017-04-13 david wells
2017-04-16 wolfgang bangerth
2017-04-17 wolfgang bangerth
2017-04-21 wolfgang bangerth
2017-04-24 wolfgang bangerth
2017-04-25 wolfgang bangerth
2017-04-25 wolfgang bangerth
2017-04-25 wolfgang bangerth
2017-04-30 wolfgang bangerth
2017-05-04 wolfgang bangerth
2017-05-04 wolfgang bangerth
2017-05-04 wolfgang bangerth
2017-05-04 wolfgang bangerth
2017-05-05 wolfgang bangerth
2017-05-05 daniel arndt
2017-05-06 david wells
2017-05-08 daniel arndt
2017-05-14 daniel arndt
2017-05-14 daniel arndt
2017-05-15 daniel arndt
2017-06-01 wolfgang bangerth
2017-06-03 david wells
2017-06-07 wolfgang bangerth
2017-06-12 daniel arndt
2017-06-12 daniel arndt
2017-06-26 jean-paul pelteret
2017-06-27 daniel arndt
2017-07-08 david wells
2017-07-10 wolfgang bangerth
2017-07-11 wolfgang bangerth
2017-07-10 david wells
2017-07-14 matthias maier
2017-08-07 jean-paul pelteret
2017-08-09 matthias maier
2017-08-10 matthias maier
2017-08-12 luca heltai
2017-08-12 david wells
2017-08-12 luca heltai
2017-08-12 david wells
2017-08-24 matthias maier
2017-08-24 david wells
2017-08-20 daniel arndt
2017-08-22 wolfgang bangerth
2017-08-24 jean-paul pelteret
2017-08-24 wolfgang bangerth
2017-08-31 matthias maier
2017-09-02 daniel arndt
2017-08-24 denis davydov
2017-09-04 david wells
2017-09-10 david wells
2017-09-12 wolfgang bangerth
2017-08-24 denis davydov
2017-10-23 wolfgang bangerth
2017-10-25 daniel arndt
2017-11-03 timo heister
2017-11-13 conrad clevenger
2017-11-17 wolfgang bangerth
2017-11-17 daniel arndt
2017-11-18 daniel arndt
2017-11-28 daniel arndt
2017-12-06 ingo kligge
2017-12-11 alexander grayver
2017-12-20 david wells
2018-01-01 matthias maier
2018-01-05 daniel arndt
2018-02-02 daniel arndt
2018-02-04 daniel arndt
2018-02-08 david wells
2018-02-09 daniel arndt
2018-02-09 martin kronbichler
2017-06-01 martin kronbichler
2017-06-01 luca heltai
2017-07-11 vishal boddu
2017-07-11 denis davydov
2017-07-17 wolfgang bangerth
2017-07-20 david wells
2017-07-20 luca heltai
2017-07-27 jean-paul pelteret
2017-07-27 ester comellas
2017-07-27 joachim kopp
2017-07-27 jean-paul pelteret
2017-07-27 ester comellas
2017-08-12 luca heltai
2017-08-13 luca heltai
2017-08-31 matthias maier
2017-08-31 luca heltai
2017-09-12 luca heltai
2017-09-14 luca heltai
2017-09-16 luca heltai
2017-09-20 luca heltai
2017-09-22 rene gassmoeller
2017-09-27 luca heltai
2017-09-28 luca heltai
2017-10-10 conrad clevenger
2017-10-16 jean-paul pelteret
2017-11-02 vishal boddu
2017-11-08 wolfgang bangerth
2017-11-10 rene gassmoeller
2017-11-20 denis davydov
2017-11-20 benjamin brands
2017-12-04 martin kronbichler
2018-03-02 david wells
2017-03-22 vishal boddu
2017-03-23 vishal boddu
2017-03-23 denis davydov
2017-03-24 denis davydov
2017-03-24 martin kronbichler
2017-03-24 martin kronbichler
2017-04-05 wolfgang bangerth
2017-08-31 wolfgang bangerth
2017-08-31 matthias maier
2017-04-09 wolfgang bangerth
2017-04-11 wolfgang bangerth
2017-04-11 bruno turcksin
2017-04-12 martin kronbichler
2017-04-13 daniel arndt
2017-04-16 wolfgang bangerth
2017-04-16 daniel arndt
2017-04-16 wolfgang bangerth
2017-04-20 timo heister
2017-04-21 wolfgang bangerth
2017-04-24 denis davydov
2017-04-25 wolfgang bangerth
2017-04-26 vishal boddu
2017-04-26 denis davydov
2017-03-29 david wells
2017-05-04 martin kronbichler
2017-05-09 daniel arndt
2017-05-10 bruno turcksin
2017-05-10 karl ljungkvist
2017-05-10 david wells
2017-05-17 denis davydov
2017-05-18 luca heltai
2017-05-18 martin kronbichler
2017-05-22 jonathan robey
2017-05-10 david wells
2017-04-06 matthias maier
2017-05-29 denis davydov
2017-05-29 matthias maier
2017-05-30 wolfgang bangerth
2017-05-30 anne glerum
2017-06-02 wolfgang bangerth
2017-06-05 daniel arndt
2017-06-05 martin kronbichler
2017-06-06 ross kynch
2017-06-07 wolfgang bangerth
2017-06-07 martin kronbichler
2017-06-07 niklas fehn
2017-06-08 simon sticko
2017-06-08 martin kronbichler
2017-06-07 wolfgang bangerth
2017-06-09 wolfgang bangerth
2017-06-12 luca heltai
2017-06-14 julian andrej
2017-06-14 jean-paul pelteret
2017-06-14 luca heltai
2017-06-14 luca heltai
2017-06-20 wolfgang bangerth
2017-06-23 daniel arndt
2017-06-24 wolfgang bangerth
2017-07-02 andreas kergassner
2017-07-02 jean-paul pelteret
2017-07-02 andreas kergassner
2017-07-02 jean-paul pelteret
2017-07-02 jean-paul pelteret
2017-07-03 matthias maier
2017-07-04 timo heister
2017-07-07 wolfgang bangerth
2017-07-08 wolfgang bangerth
2017-07-08 conrad clevenger
2017-07-08 martin kronbichler
2017-07-10 wolfgang bangerth
2017-07-11 martin kronbichler
2017-07-11 samuel imfeld
2017-07-11 daniel arndt
2017-07-14 matthias maier
2017-07-18 rene gassmoeller
2017-07-20 martin kronbichler
2017-07-27 wolfgang bangerth
2017-07-25 giovanni di ilio
2017-07-25 david wells
2017-07-25 jean-paul pelteret
2017-07-25 niklas fehn
2017-07-26 alberto sartori
2017-07-26 wolfgang bangerth
2017-07-26 daniel arndt
2017-07-26 daniel arndt
2017-08-01 denis davydov
2017-08-01 denis davydov
2017-08-01 denis davydov
2017-08-02 denis davydov
2017-08-04 daniel arndt
2017-08-04 daniel arndt
2017-08-08 matthias maier
2017-08-08 matthias maier
2017-08-09 matthias maier
2017-08-09 daniel arndt
2017-08-10 daniel arndt
2017-08-10 jean-paul pelteret
2017-08-10 luca heltai
2017-08-12 timo heister
2017-08-13 rene gassmoeller
2017-08-13 luca heltai
2017-08-14 daniel arndt
2017-08-14 david wells
2017-08-15 timo heister
2017-08-16 denis davydov
2017-08-08 matthias maier
2017-08-17 jean-paul pelteret
2017-08-17 jean-paul pelteret
2017-08-17 matthias maier
2017-08-17 jean-paul pelteret
2017-08-17 wolfgang bangerth
2017-08-17 jean-paul pelteret
2017-08-18 denis davydov
2017-08-19 daniel arndt
2017-08-20 daniel arndt
2017-08-21 daniel arndt
2017-08-23 wolfgang bangerth
2017-08-23 tulio ligneul
2017-08-24 denis davydov
2017-08-25 daniel arndt
2017-08-29 wolfgang bangerth
2017-08-30 wolfgang bangerth
2017-09-01 daniel arndt
2017-09-04 denis davydov
2017-09-05 daniel arndt
2017-09-10 bruno turcksin
2017-09-11 wolfgang bangerth
2017-09-11 daniel arndt
2017-09-14 david wells
2017-09-15 giovanni alzetta
2017-09-16 luca heltai
2017-09-18 luca heltai
2017-09-19 luca heltai
2017-09-22 giovanni alzetta
2017-09-24 daniel arndt
2017-09-24 julius witte
2017-09-25 rene gassmoeller
2017-09-26 denis davydov
2017-09-26 eldar khattatov
2017-09-27 denis davydov
2017-09-27 denis davydov
2017-09-27 julius witte
2017-09-27 luca heltai
2017-09-30 denis davydov
2017-09-04 denis davydov
2017-10-01 daniel arndt
2017-10-02 wolfgang bangerth
2017-10-07 timo heister
2017-10-09 denis davydov
2017-10-17 jean-paul pelteret
2017-10-17 martin kronbichler
2017-10-17 martin kronbichler
2017-10-18 luca heltai
2017-10-19 denis davydov
2017-10-20 david wells
2017-10-20 giovanni alzetta
2017-10-20 martin kronbichler
2017-10-23 giovanni alzetta
2017-10-24 giovanni alzetta
2017-10-24 martin kronbichler
2017-10-24 rene gassmoeller
2017-10-25 denis davydov
2017-10-26 luca heltai
2017-10-28 martin kronbichler
2017-10-29 martin kronbichler
2017-10-30 daniel arndt
2017-10-30 giovanni alzetta
2017-10-31 rene gassmoeller
2017-11-02 daniel arndt
2017-11-02 martin kronbichler
2017-11-03 daniel arndt
2017-11-03 jean-paul pelteret
2017-11-03 rene gassmoeller
2017-11-06 giovanni alzetta
2017-11-10 martin kronbichler
2017-11-12 wolfgang bangerth
2017-11-13 giovanni alzetta
2017-11-15 giovanni alzetta
2017-11-16 wolfgang bangerth
2017-11-16 jean-paul pelteret
2017-11-16 jean-paul pelteret
2017-11-17 daniel arndt
2017-11-17 jean-paul pelteret
2017-11-17 oliver sutton
2017-11-18 giovanni alzetta
2017-11-18 luca heltai
2017-11-18 luca heltai
2017-11-19 martin kronbichler
2017-11-19 praveen chandrashekar
2017-11-21 giovanni alzetta
2017-11-21 luca heltai
2017-11-23 nivesh dommaraju
2017-11-24 giovanni alzetta
2017-11-28 giovanni alzetta
2017-12-01 martin kronbichler
2017-12-01 rene gassmoeller
2017-12-02 martin kronbichler
2017-12-04 luca heltai
2017-12-04 dirk peschka
2017-12-04 nivesh dommaraju
2017-12-05 christoph goering
2017-12-05 dirk peschka
2017-12-05 luca heltai
2017-12-07 denis davydov
2017-12-08 luca heltai
2017-12-21 daniel arndt
2017-12-10 bruno turcksin
2017-12-11 daniel arndt
2017-12-11 sambit das
2017-12-16 denis davydov
2017-12-10 bruno turcksin
2017-12-17 denis davydov
2017-12-19 christoph goering
2017-12-11 daniel arndt
2017-12-11 sambit das
2017-12-20 denis davydov
2017-12-21 denis davydov
2017-12-21 denis davydov
2017-12-21 luca heltai
2017-12-22 christoph goering
2017-12-22 timo heister
2017-12-27 martin kronbichler
2017-12-31 wolfgang bangerth
2018-01-04 daniel arndt
2018-01-04 rene gassmoeller
2018-01-09 eldar khattatov
2018-01-11 eldar khattatov
2018-01-15 nivesh dommaraju
2018-01-18 jean-paul pelteret
2018-01-18 wolfgang bangerth
2018-01-19 giovanni alzetta
2018-01-23 ingo kligge
2018-01-25 benjamin brands
2018-01-25 benjamin brands
2018-01-25 daniel arndt
2018-01-25 daniel arndt
2018-01-29 bruno turcksin
2018-01-30 martin kronbichler
2018-02-07 benjamin brands
2018-02-07 denis davydov
2018-02-09 anian fuchs
2018-02-09 martin kronbichler
2018-02-10 denis davydov
2018-02-14 denis davydov
2018-02-18 bruno turcksin
2018-02-19 conrad clevenger
2018-02-20 benjamin brands
2018-02-20 timo heister
2018-02-20 daniel arndt
2018-02-25 david wells
2018-01-25 wolfgang bangerth
2018-03-01 david wells
2018-03-05 daniel arndt
2018-03-05 luca heltai
2018-03-06 luca heltai
2018-03-07 daniel arndt
2018-03-07 jean-paul pelteret
2018-03-09 wolfgang bangerth
2018-03-11 daniel arndt
2018-03-12 menno fraters
2018-03-17 david wells
2018-03-17 denis davydov
2018-03-18 wolfgang bangerth
2018-03-20 ben shields
2018-03-20 wolfgang bangerth
2018-03-20 feimi yu
2018-03-20 wolfgang bangerth
2018-03-21 matthias maier
2018-03-25 daniel arndt
2018-03-17 denis davydov
2018-03-28 wolfgang bangerth
2018-03-31 daniel arndt
2018-03-31 timo heister
2018-04-01 denis davydov
2018-04-03 wolfgang bangerth
2018-04-05 weixiong zheng
2018-04-06 bruno turcksin
2018-04-06 bruno turcksin
2018-04-06 daniel arndt
2018-04-06 luca heltai
2018-04-06 martin kronbichler
2018-04-06 daniel arndt
2018-04-06 denis davydov
2018-04-03 wolfgang bangerth
2018-04-06 daniel arndt
2018-04-05 wolfgang bangerth
2018-04-05 wolfgang bangerth
2018-04-05 luca heltai
2018-04-05 matthias maier
2018-04-05 daniel arndt
2018-04-05 daniel arndt
2018-04-05 denis davydov
2018-04-05 daniel arndt
2018-04-05 david wells
2018-04-05 matthias maier
2018-04-05 daniel arndt
2018-04-05 daniel arndt
2018-04-05 daniel arndt
2018-04-05 david wells
2018-04-05 denis davydov
2018-04-05 david wells
2018-04-05 david wells
2018-04-05 matthias maier
2018-04-05 david wells
2018-04-05 daniel arndt
2018-04-05 david wells
2018-04-04 weixiong zheng
2018-04-05 denis davydov
2018-04-05 daniel arndt
2018-04-04 guido kanschat
2018-02-05 daniel arndt
2018-04-05 daniel arndt
2018-04-04 denis davydov
2018-04-03 wolfgang bangerth
2018-04-03 wolfgang bangerth
2018-04-03 wolfgang bangerth
2018-04-03 matthias maier
2018-04-04 martin kronbichler
2018-04-03 wolfgang bangerth
2018-04-04 daniel arndt
2018-04-04 daniel arndt
2018-04-03 daniel arndt
2018-04-03 wolfgang bangerth
2018-04-03 wolfgang bangerth
2018-04-03 wolfgang bangerth
2018-04-03 denis davydov
2018-04-03 wolfgang bangerth
2018-04-03 wolfgang bangerth
2018-04-03 david wells
2018-04-03 martin kronbichler
2018-04-03 martin kronbichler
2018-04-02 wolfgang bangerth
2018-04-02 wolfgang bangerth
2018-04-02 daniel arndt
2018-04-02 bruno turcksin
2018-04-02 timo heister
2018-04-02 nivesh dommaraju
2018-04-02 wolfgang bangerth
2018-04-02 daniel arndt
2018-04-02 daniel arndt
2018-03-28 wolfgang bangerth
2018-04-02 nivesh dommaraju
2018-04-02 daniel arndt
2018-04-02 denis davydov
2018-04-02 daniel arndt
2018-04-02 daniel arndt
2018-04-02 daniel arndt
2018-03-31 david wells
2018-04-01 david wells
2018-04-01 denis davydov
2018-04-01 matthias maier
2018-04-01 matthias maier
2018-03-30 wolfgang bangerth
2018-04-01 wolfgang bangerth
2018-04-01 wolfgang bangerth
2018-04-01 wolfgang bangerth
2018-03-30 denis davydov
2018-03-29 daniel arndt
2018-04-01 denis davydov
2018-04-01 denis davydov
2018-03-31 david wells
2018-03-31 david wells
2018-04-01 daniel arndt
2018-03-31 bruno turcksin
2018-03-31 david wells
2018-03-31 david wells
2018-03-31 matthias maier
2018-03-31 daniel arndt
2018-03-28 david wells
2018-03-30 matthias maier
2018-03-30 matthias maier
2018-03-31 daniel arndt
2018-03-30 daniel arndt
2018-03-30 daniel arndt
2018-03-30 daniel arndt
2018-03-30 daniel arndt
2018-03-30 jean-paul pelteret
2018-03-29 wolfgang bangerth
2018-03-29 wolfgang bangerth
2018-03-29 matthias maier
2018-03-29 matthias maier
2018-03-30 daniel arndt
2018-03-29 wolfgang bangerth
2018-03-29 denis davydov
2018-03-29 daniel arndt
2018-03-29 daniel arndt
